id,day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,sunshine,winddirection,windspeed,rainfall,week_of_year,month,day_of_week,temp_range,sin_wind,cos_wind,temp_7day_avg,temp_30day_avg,temp_90day_avg
21.0,-1.501702287042923,1.5966002130739452,-0.7899819660984624,-1.1784721516354348,-1.2597373576743005,-1.2276572799828553,-2.9163979584035054,-1.436656408977546,1.2834827085890002,-0.6859252980259369,-1.1890231043656205,0.0,-1.4733861820185936,-1.576592565519598,-1.4950643426213372,1.2669337211219664,0.6662342704519232,0.7460269549762173,-1.7549561532846087,-1.6403780330425457,-1.8025629321183694
22.0,-1.492194737300871,1.241894645898088,-1.3914283439033055,-1.2742352576406,-1.0422135481935493,-0.9417339951825394,1.8206248892266852,1.73419004182789,-1.3762218223584581,-0.5609005246648382,1.8289151982558791,1.0,-1.4733861820185936,-1.576592565519598,-0.9944235306426327,-1.7182027541941014,0.819448436201267,0.531505234827888,-1.6289568031986617,-1.6290907879214591,-1.790115251866778
23.0,-1.4826871875588188,-0.10598650937017341,-0.2769835850296251,-0.7762671064137415,-1.002663764651594,-0.7572527346018127,1.0573637213755283,1.2606083193338986,-1.3762218223584581,-0.43587575130373946,0.8916033022198502,1.0,-1.4733861820185936,-1.576592565519598,-0.4937827186639279,2.3283155790121257,0.9323385416856722,0.2941589365253755,-1.4342305348840172,-1.5962449046190945,-1.753892502334645
24.0,-1.4731796378167668,-0.1946629011641377,-0.45387957850163785,-0.33575681878998165,-0.35009233620933916,-0.2658140383247262,0.20567195137463595,0.7171070214896426,-1.3762218223584581,-0.43587575130373946,0.8710030407685089,1.0,-1.4733861820185936,-1.576592565519598,0.0068580933147768044,-0.5241481640676728,0.9323385416856722,0.2941589365253755,-1.2624132393122718,-1.5469196434399426,-1.699496139635188
25.0,-1.4636720880747147,1.0468065839513625,-0.18853558829361874,-0.3166041975889483,-0.23144298558347431,-0.30857985803806715,-0.8297361134717329,-0.2592712667100392,1.4111014328533873,-0.3108509779426407,-1.1890231043656205,1.0,-1.4733861820185936,-1.576592565519598,0.5074989052934815,0.07287913099554022,1.001474478175146,0.041199707239579754,-1.0762778357762146,-1.5005898434660023,-1.6484031997717303
26.0,-1.4541645383326627,-0.035045395935006,-0.45387957850163785,-0.5464356520013446,-0.46874168683520334,-0.5054948799096732,1.356606319963025,1.73419004182789,-1.3762218223584581,-0.8109500713870357,-0.6019156530023935,1.0,-1.4733861820185936,-1.576592565519598,1.0081397172721862,-0.12612996735886495,0.47735137933382643,0.9312059630568849,-0.8786879458687071,-1.4669223387595256,-1.6112743584150169
27.0,-1.4446569885906106,0.6034246249815409,-0.8253611647928648,-0.699656621609609,-0.5478412539191135,-0.7874908131229696,-0.326806061340921,-0.1033499047366238,0.05038794065652222,-0.6859252980259369,-0.7461174831617826,1.0,-1.4733861820185936,-1.576592565519598,1.508780529250891,-1.2538481913671577,0.6662342704519232,0.7460269549762173,-0.7670067037470728,-1.4415935218243106,-1.5833415004874758
28.0,-1.4351494388485586,1.11774769738653,-0.6130859726264497,-0.5847408944034111,-0.5873910374610682,-0.8740587670035844,0.482178492255695,-0.18350876158625887,-0.8649692260526722,-0.6859252980259369,-0.035408463090508074,1.0,-1.4068298870036244,-1.576592565519598,-1.4950643426213372,-0.3251390657132701,0.6662342704519232,0.7460269549762173,-0.6782344343683376,-1.4137145823971518,-1.5525963434522627
29.0,-1.4256418891065066,0.7985126869282665,-0.5777067739320466,-0.6038935156044438,-0.5873910374610682,-1.100574268839925,-1.0691084278180965,-1.436656408977546,1.1005518677108501,-0.8109500713870357,-0.7667177446131238,0.0,-1.4068298870036244,-1.576592565519598,-0.9944235306426327,-0.1924663334769984,0.47735137933382643,0.9312059630568849,-0.5780076786181528,-1.3883865232992307,-1.5246643212748288
30.0,-1.4161343393644545,0.8694538003634339,-0.8961195621816697,-0.699656621609609,-0.5676161456900904,-1.122986432017025,-0.950454823629538,-0.7945942417040787,1.1005518677108501,-0.43587575130373946,1.3757094463263708,1.0,-1.4068298870036244,-1.576592565519598,-0.4937827186639279,-1.4528572897215628,0.9323385416856722,0.2941589365253755,-0.5665531922467032,-1.3904633764015104,-1.5022285153125392
31.0,-1.4066267896224025,1.0468065839513625,-0.5600171745848457,-0.35490943999101426,-0.4094170115222709,-0.645536035534012,-0.06397288494407538,-0.7945942417040787,-0.5629966934273005,-0.8109500713870357,-0.12810963962154376,0.0,-1.4068298870036244,-1.285982539554787,0.0068580933147768044,-0.7231572624220804,0.47735137933382643,0.9312059630568849,-0.5694168138395652,-1.3544645892953229,-1.4683115981624966
32.0,-1.3971192398803505,1.206424089180494,-0.8961195621816697,-0.9869459396251045,-0.9631139811096391,-1.2940474589103992,-2.9163979584035054,-1.2719190527779605,0.14332503049817782,-0.8109500713870357,-0.045708593816178505,0.0,-1.4068298870036244,-1.285982539554787,0.5074989052934815,-0.12612996735886495,0.47735137933382643,0.9312059630568849,-0.66964356958975,-1.3357729113748023,-1.459353983411748
33.0,-1.3876116901382982,1.9158352235322287,-0.8430507641400657,-0.8911828336199393,-0.9433390893386621,-1.122986432017025,1.0573637213755283,1.73419004182789,0.5038801052643122,-0.43587575130373946,1.3963097077777116,1.0,-1.4068298870036244,-1.285982539554787,1.0081397172721862,0.006542764877406738,0.9323385416856722,0.2941589365253755,-0.7211887582612742,-1.3253886458634017,-1.4475550913429671
34.0,-1.3781041403962462,0.6034246249815409,-0.8607403634872672,-0.6421987580065097,-0.7060403880869324,-0.9151310323411239,1.2059902959863886,0.7171070214896426,-1.3762218223584581,-0.6859252980259369,-0.7667177446131238,1.0,-1.4068298870036244,-1.285982539554787,1.508780529250891,-0.8558299946583497,0.6662342704519232,0.7460269549762173,-0.7125978934826865,-1.3101583897800144,-1.42792332134617
35.0,-1.3685965906541941,1.6852766048679093,-1.4444971419449093,-1.312540500042666,-1.1608628988194134,-1.5865840747395754,-0.5822082422589836,0.8440180016363451,-1.3762218223584581,-0.6859252980259369,0.6856006877064372,0.0,-1.3402735919886553,-1.285982539554787,-1.4950643426213372,-1.5191936558396986,0.6662342704519232,0.7460269549762173,-0.821415514011459,-1.3205426552914148,-1.4316497221325992
36.0,-1.359089040912142,0.14230738765292258,-0.6130859726264497,-0.488977788398246,-0.42919190329324863,-0.8023442497774009,-0.4554685181437556,0.7171070214896426,-1.3762218223584581,-0.8109500713870357,-0.3444123848606275,1.0,-1.3402735919886553,-1.285982539554787,-0.9944235306426327,-0.8558299946583497,0.47735137933382643,0.9312059630568849,-0.8042337844542845,-1.2997741242686138,-1.4085568455385196
37.0,-1.34958149117009,1.4547179862035902,-0.9314987608760721,-1.101861666831303,-0.864239522254752,-0.9285089940295587,-1.0691084278180965,-1.5254378328627667,1.3313456272098962,-1.0609996181092332,0.5104984653700363,0.0,-1.3402735919886553,-1.285982539554787,-0.4937827186639279,-0.5904845301858087,0.0164452614458837,1.192092085147661,-0.8643698379043955,-1.267929043366987,-1.4059667364813315
38.0,-1.340073941428038,1.6852766048679093,-1.0553259563064814,-1.1784721516354348,-1.457486275384075,-1.1556585527654735,-0.950454823629538,-1.5407065648954,1.2956142419097283,-0.5609005246648382,-1.0139208820292194,0.0,-1.3402735919886553,-1.285982539554787,0.0068580933147768044,0.935251890531292,0.819448436201267,0.531505234827888,-0.9875055663974788,-1.2589293465904394,-1.4058585542130189
39.0,-1.330566391685986,0.9403949137986013,-0.7899819660984624,-0.8911828336199393,-0.9828888728806168,-0.9285089940295587,-0.4554685181437556,0.9768058944689839,-1.3762218223584581,-0.6859252980259369,0.72680121060912,1.0,-1.3402735919886553,-1.285982539554787,0.5074989052934815,0.33822459546807887,0.6662342704519232,0.7460269549762173,-0.9731874584331678,-1.2250074125865313,-1.3971668816845222
40.0,-1.321058841943934,0.6211599033403379,-0.5246379758904433,-0.4315199247951468,-0.508291470377158,-0.6118297060912797,0.7659703694465354,0.165735540376984,-0.050078230863117246,-0.8109500713870357,0.8092022564144853,1.0,-1.3402735919886553,-1.285982539554787,1.0081397172721862,-0.25880269959513663,0.47735137933382643,0.9312059630568849,-0.9044605402044692,-1.1807012130712229,-1.37549213074497
41.0,-1.311551292201882,0.39060128467601857,-0.9138091615288712,-0.8720302124189067,-0.9631139811096391,-0.9151310323411239,-0.950454823629538,-1.4924968357868957,0.45828907902982,-1.0609996181092332,-0.28261160050660344,0.0,-1.3402735919886553,-1.285982539554787,1.508780529250891,-0.19246633347700076,0.0164452614458837,1.192092085147661,-0.9388239993188182,-1.1516252696393026,-1.3673920305227145
42.0,-1.30204374245983,-0.08825123101137652,-0.8784299628344687,-0.5847408944034111,-0.5478412539191135,-0.8023442497774009,0.07002261774181912,0.7171070214896426,-1.3762218223584581,-0.9359748447481344,-0.09720924744453174,1.0,-1.273717296973686,-1.285982539554787,-1.4950643426213372,-1.4528572897215628,0.2585388739142454,1.081415688614459,-0.8300063787900466,-1.1142419137982613,-1.3516790053121004
43.0,-1.2925361927177776,0.28418961452327757,-1.3206699465145006,-1.1976247728364682,-1.0422135481935493,-0.9417339951825394,1.0573637213755283,0.9768058944689839,-1.3762218223584581,-0.5609005246648382,1.283008269795335,1.0,-1.273717296973686,-1.285982539554787,-0.9944235306426327,-1.4528572897215628,0.819448436201267,0.531505234827888,-0.9359603777259561,-1.08101226416178,-1.3533374679113714
44.0,-1.2830286429757256,0.6743657384167083,-1.8159787282361357,-1.6189824392591947,-1.6947849766358043,-1.469904302222119,-1.3001463124590222,-1.5407065648954,1.2463946458377952,-0.8109500713870357,0.5722992497240603,1.0,-1.273717296973686,-1.285982539554787,-0.4937827186639279,-1.1211754591308871,0.47735137933382643,0.9312059630568849,-1.0132781607332408,-1.0879351078360473,-1.366119600985885
45.0,-1.2735210932336736,0.5856893466227441,-1.5683243373753182,-1.6189824392591947,-1.457486275384075,-1.197509826415828,1.2059902959863886,1.1156189324046264,-1.3762218223584581,-1.0609996181092332,1.2006072239899694,1.0,-1.273717296973686,-1.285982539554787,0.0068580933147768044,-0.988502726894619,0.0164452614458837,1.192092085147661,-1.0791414573690767,-1.069935714282952,-1.3783459891441157
46.0,-1.2640135434916215,0.7985126869282665,-1.0199467576120784,-1.5040667120529962,-1.5761356260099397,-1.4113777766123208,-0.4554685181437556,0.8440180016363451,-0.6175257521370306,-1.0609996181092332,-1.1375224507372672,1.0,-1.273717296973686,-1.285982539554787,0.5074989052934815,1.465942819476374,0.0164452614458837,1.192092085147661,-1.1707773483406754,-1.0491671832601526,-1.3871282248280046
47.0,-1.2545059937495695,0.5147482331875767,-0.8430507641400657,-0.9103354548209727,-0.9235641975676844,-0.6118297060912797,1.8206248892266852,1.2606083193338986,-1.0924481560362829,-0.8109500713870357,-1.5289274183127517,1.0,-1.273717296973686,-1.285982539554787,1.0081397172721862,-0.0597936012407291,0.47735137933382643,0.9312059630568849,-1.2423678881622353,-1.0283986522373516,-1.3807525406594232
48.0,-1.2449984440075175,0.5679540682639472,-0.8961195621816697,-0.8528775912178734,-0.9037893057967067,-0.8315331305596443,-0.950454823629538,-0.7455570884152016,-0.08546746235927564,-0.6859252980259369,-0.5401148686483697,0.0,-1.273717296973686,-1.285982539554787,1.508780529250891,-0.3251390657132701,0.6662342704519232,0.7460269549762173,-1.2395042665693732,-1.0027841306425638,-1.3732348192122377
49.0,-1.2354908942654654,1.7739529966618737,-1.3383595458617015,-1.5232193332540296,-1.457486275384075,-1.395809733713469,-1.3001463124590222,-1.5820179887231738,1.3313456272098962,-1.0609996181092332,-1.230223627268303,1.0,-1.207161001958717,-1.285982539554787,-1.4950643426213372,-0.12612996735886495,0.0164452614458837,1.192092085147661,-1.379821724619631,-0.9903230120288835,-1.3820504187869893
50.0,-1.2259833445234134,1.9158352235322287,-1.6213931354169222,-1.5998298180581618,-1.8529841108036236,-1.6318104883110578,-0.4554685181437556,-1.436656408977546,1.2834827085890002,-1.0609996181092332,1.3963097077777116,0.0,-1.207161001958717,-1.285982539554787,-0.9944235306426327,0.1392154971136737,0.0164452614458837,1.192092085147661,-1.4399577780697421,-0.9958612869682971,-1.3923166796853141
51.0,-1.2164757947813614,0.47927767646998287,-0.719223568709657,-0.9103354548209727,-0.7851399551708426,-0.6945722727695267,1.9794244459985375,0.7171070214896426,-1.0924481560362829,-0.43587575130373946,-1.2199234965426322,1.0,-1.207161001958717,-1.285982539554787,-0.4937827186639279,-0.0597936012407291,0.9323385416856722,0.2941589365253755,-1.3340037791338324,-0.9861693058243235,-1.3863316547824438
52.0,-1.206968245039309,1.0645418623101592,-1.409117943250507,-1.312540500042666,-1.2201875741323458,-1.0056320616831866,1.5092360611242666,1.411928173198424,-1.3762218223584581,-0.43587575130373946,-0.28261160050660344,1.0,-1.207161001958717,-1.285982539554787,0.0068580933147768044,-1.1875118252490242,0.9323385416856722,0.2941589365253755,-1.2881858336480339,-0.9875538745591771,-1.3896475433649946
53.0,-1.197460695297257,0.9226596354398043,-0.6838443700152546,-0.737961864011675,-0.6071659292320453,-0.9931431973021156,-0.8297361134717329,-0.6942889484371328,0.8538319793426716,-0.8109500713870357,-0.12810963962154376,0.0,-1.207161001958717,-1.285982539554787,0.5074989052934815,-0.5241481640676753,0.47735137933382643,0.9312059630568849,-1.1736409699335373,-0.9861693058243235,-1.380116325891009
54.0,-1.187953145555205,0.5147482331875767,-1.0199467576120784,-1.1210142880323357,-1.0224386564225716,-1.0056320616831866,-0.8297361134717329,0.7171070214896426,-1.3762218223584581,-0.5609005246648382,1.8289151982558791,1.0,-1.207161001958717,-1.285982539554787,1.0081397172721862,-0.39147543183140354,0.819448436201267,0.531505234827888,-1.2051408074550236,-1.014552964888817,-1.3792603278389595
55.0,-1.178445595813153,0.5679540682639472,-0.8961195621816697,-0.8145723488158074,-0.7851399551708426,-0.6287868411575176,1.8206248892266852,1.1156189324046264,-1.3762218223584581,-0.8109500713870357,-1.1890231043656205,1.0,-1.207161001958717,-1.285982539554787,1.508780529250891,-0.723157262422078,0.47735137933382643,0.9312059630568849,-1.1994135642692987,-1.0325523584419116,-1.3718909778136468
56.0,-1.168938046071101,-0.283339292958102,-0.9668779595704752,-0.5847408944034111,-0.6071659292320453,-1.1663022375071852,0.482178492255695,-0.1033499047366238,-0.32242655972788287,-0.5609005246648382,-0.818218398241477,0.0,-1.1406047069437477,-1.285982539554787,-1.4950643426213372,-1.5855300219578345,0.819448436201267,0.531505234827888,-1.0590961062190394,-1.0339369271767644,-1.3599583632286059
57.0,-1.159430496329049,1.206424089180494,-0.08239799221041147,-0.4506725459961794,-0.46874168683520334,-0.9151310323411239,-0.4554685181437556,-0.7455570884152016,1.114509928030182,-0.8109500713870357,0.2735954586796113,1.0,-1.1406047069437477,-1.285982539554787,-0.9944235306426327,1.2669337211219664,0.47735137933382643,0.9312059630568849,-0.8872788106472947,-1.0249372304002182,-1.345672974635454
58.0,-1.149922946586997,0.14230738765292258,-0.18853558829361874,-0.3932146823930809,-0.6071659292320453,-0.5054948799096732,0.482178492255695,0.07115014578707773,-0.32242655972788287,-0.8109500713870357,0.5722992497240603,1.0,-1.1406047069437477,-1.285982539554787,-0.4937827186639279,1.3332700872401022,0.47735137933382643,0.9312059630568849,-0.8099610276400093,-1.0180143867259503,-1.3307072399778535
59.0,-1.1404153968449449,-0.0527806742938029,-0.701533969362456,-0.661351379207543,-0.3698672279803162,-0.8023442497774009,1.2059902959863886,-0.1033499047366238,-1.3762218223584581,-0.8109500713870357,0.33539624303363536,1.0,-1.1406047069437477,-0.9953725135899759,0.0068580933147768044,-1.3865209236034293,0.47735137933382643,0.9312059630568849,-0.7125978934826865,-1.0200912398282307,-1.3215845671968562
60.0,-1.1309078471028928,0.7985126869282665,-0.8961195621816697,-0.699656621609609,-0.4489667950642263,-0.6287868411575176,1.356606319963025,0.7171070214896426,-1.3762218223584581,-0.8109500713870357,0.6856006877064372,1.0,-1.1406047069437477,-0.9953725135899759,0.5074989052934815,-1.8508754864303707,0.47735137933382643,0.9312059630568849,-0.7068706502969625,-1.0200912398282307,-1.3135119404632005
61.0,-1.1214002973608408,1.206424089180494,-1.4444971419449093,-1.5423719544550625,-1.7145598684067815,-1.5644852058779877,0.20567195137463595,0.165735540376984,-0.050078230863117246,-0.43587575130373946,-0.46801395356867515,1.0,-1.1406047069437477,-0.9953725135899759,1.0081397172721862,0.33822459546807887,0.9323385416856722,0.2941589365253755,-0.7698703253399348,-1.0630128706086863,-1.3219539822236774
62.0,-1.1118927476187885,0.7275715734930991,-1.0199467576120784,-1.1210142880323357,-1.0422135481935493,-0.860048053021152,1.8206248892266852,1.1156189324046264,-1.3762218223584581,-0.8109500713870357,-0.581315391551052,1.0,-1.1406047069437477,-0.9953725135899759,1.508780529250891,-0.3251390657132677,0.47735137933382643,0.9312059630568849,-0.8156882708257348,-1.0678588611806725,-1.3221298941412118
63.0,-1.1023851978767365,0.7630421302106727,-0.8961195621816697,-0.8528775912178734,-0.7455901716288877,-1.100574268839925,-0.8297361134717329,-0.640656175055883,1.0284054177339008,-0.43587575130373946,0.3456963737593061,0.0,-1.0740484119287785,-0.9953725135899759,-1.4950643426213372,-0.8558299946583473,0.9323385416856722,0.2941589365253755,-0.8557789731258079,-1.0664742924458195,-1.3172901175100569
64.0,-1.0928776481346845,1.0290713055925655,-0.8430507641400657,-0.8337249700168401,-1.0224386564225716,-0.7874908131229696,-1.6308509398863882,-1.3243759933750772,-0.6175257521370306,-0.6859252980259369,0.8092022564144853,0.0,-1.0740484119287785,-0.9953725135899759,-0.9944235306426327,0.2718882293499454,0.6662342704519232,0.7460269549762173,-0.9130514049830561,-1.073397136120087,-1.3122468919804309
65.0,-1.0833700983926324,1.614335491432742,-2.134391516485759,-2.1361032116870864,-2.4066810803909915,-1.658652508033653,-2.234782631645131,1.73419004182789,-1.2735967591225879,-1.0609996181092332,0.28389558940528214,1.0,-1.0740484119287785,-0.9953725135899759,-0.4937827186639279,0.07287913099554022,0.0164452614458837,1.192092085147661,-1.1736409699335366,-1.103165363919434,-1.3309542756044177
66.0,-1.0738625486505804,1.1886888108216973,-1.409117943250507,-1.580677196857129,-1.4970360589260299,-1.3798549426475717,-2.5950408243940726,0.7171070214896426,-1.3762218223584581,-0.8109500713870357,0.5825993804497307,1.0,-1.0740484119287785,-0.9953725135899759,0.0068580933147768044,-0.2588026995951354,0.47735137933382643,0.9312059630568849,-1.3110948063909331,-1.1426255728627557,-1.3391896743705995
67.0,-1.0643549989085284,0.10683683093534896,-1.409117943250507,-1.1401669092333688,-0.9828888728806168,-0.860048053021152,2.140319077984589,1.73419004182789,-1.3762218223584581,-0.8109500713870357,0.11909349779455163,1.0,-1.0740484119287785,-0.9953725135899759,0.5074989052934815,-1.9835482186666424,0.47735137933382643,0.9312059630568849,-1.376958103026769,-1.1440101415976085,-1.3394360051106091
68.0,-1.0548474491664763,0.24871905780568376,-1.5152555393337142,-1.5232193332540296,-1.0422135481935493,-0.9677329785215483,1.0573637213755283,-1.3947923556030641,1.3313456272098962,-0.5609005246648382,0.32509611230796454,0.0,-1.0740484119287785,-0.9953725135899759,1.0081397172721862,-2.182557317021045,0.819448436201267,0.531505234827888,-1.3740944814339062,-1.1564712602112894,-1.3463139586300183
